1.544e-19	2.52048e-19	6.59939e-19	1.84777e-18	5.13839e-18	1.40614e-17	3.78192e-17	9.99398e-17	2.59426e-16	6.61373e-16	1.65556e-15	4.06836e-15	9.81238e-15	2.32229e-14	5.39198e-14	1.22793e-13	2.74219e-13	6.00369e-13	1.28836e-12	2.7093e-12	5.5818e-12	1.12639e-11	2.22588e-11	4.30634e-11	8.15473e-11	1.51114e-10	2.73962e-10	4.85812e-10	8.4244e-10	1.42825e-09	2.36683e-09	3.83295e-09	6.06466e-09	9.3734e-09	1.41487e-08	2.08534e-08	3.00052e-08	4.21401e-08	5.77559e-08	7.72376e-08	1.00768e-07	1.28238e-07	1.59168e-07	1.92655e-07	2.27377e-07	2.61646e-07	2.93525e-07	3.21005e-07	3.42208e-07	3.55601e-07	3.60182e-07	3.55601e-07	3.42208e-07	3.21005e-07	2.93525e-07	2.61646e-07	2.27377e-07	1.92655e-07	1.59168e-07	1.28238e-07	1.00768e-07	7.72376e-08	5.77559e-08	4.21401e-08	3.00052e-08	2.08534e-08	1.41487e-08	9.3734e-09	6.06466e-09	3.83295e-09	2.36683e-09	1.42825e-09	8.4244e-10	4.85812e-10	2.73962e-10	1.51114e-10	8.15473e-11	4.30634e-11	2.22588e-11	1.12639e-11	5.5818e-12	2.7093e-12	1.28836e-12	6.00369e-13	2.74219e-13	1.22793e-13	5.39198e-14	2.32229e-14	9.81238e-15	4.06836e-15	1.65556e-15	6.61373e-16	2.59426e-16	9.99398e-17	3.78192e-17	1.40614e-17	5.13839e-18	1.84777e-18	6.59939e-19	2.52048e-19
6.85627e-20	1.11975e-19	2.93376e-19	8.21909e-19	2.28688e-18	6.26157e-18	1.68501e-17	4.45513e-17	1.15709e-16	2.95138e-16	7.39176e-16	1.81737e-15	4.38546e-15	1.03841e-14	2.4122e-14	5.49601e-14	1.22793e-13	2.68965e-13	5.77447e-13	1.21485e-12	2.50397e-12	5.05509e-12	9.99357e-12	1.93421e-11	3.66417e-11	6.79259e-11	1.23192e-10	2.18533e-10	3.79088e-10	6.42912e-10	1.06575e-09	1.72646e-09	2.73249e-09	4.22447e-09	6.37835e-09	9.4033e-09	1.35333e-08	1.90108e-08	2.60612e-08	3.48587e-08	4.54866e-08	5.78961e-08	7.18703e-08	8.70024e-08	1.02694e-07	1.18183e-07	1.32593e-07	1.45015e-07	1.54601e-07	1.60656e-07	1.62727e-07	1.60656e-07	1.54601e-07	1.45015e-07	1.32593e-07	1.18183e-07	1.02694e-07	8.70024e-08	7.18703e-08	5.78961e-08	4.54866e-08	3.48587e-08	2.60612e-08	1.90108e-08	1.35333e-08	9.4033e-09	6.37835e-09	4.22447e-09	2.73249e-09	1.72646e-09	1.06575e-09	6.42912e-10	3.79088e-10	2.18533e-10	1.23192e-10	6.79259e-11	3.66417e-11	1.93421e-11	9.99357e-12	5.05509e-12	2.50397e-12	1.21485e-12	5.77447e-13	2.68965e-13	1.22793e-13	5.49601e-14	2.4122e-14	1.03841e-14	4.38546e-15	1.81737e-15	7.39176e-16	2.95138e-16	1.15709e-16	4.45513e-17	1.68501e-17	6.26157e-18	2.28688e-18	8.21909e-19	2.93376e-19	1.11975e-19
2.98513e-20	4.87748e-20	1.27876e-19	3.58463e-19	9.97956e-19	2.73396e-18	7.36123e-18	1.94736e-17	5.06039e-17	1.29144e-16	3.23612e-16	7.96057e-16	1.92193e-15	4.55314e-15	1.0582e-14	2.4122e-14	5.39198e-14	1.18161e-13	2.53799e-13	5.34191e-13	1.10152e-12	2.22475e-12	4.40004e-12	8.51957e-12	1.6146e-11	2.99429e-11	5.43257e-11	9.64049e-11	1.67292e-10	2.83815e-10	4.70633e-10	7.6264e-10	1.20741e-09	1.86721e-09	2.82e-09	4.15847e-09	5.98638e-09	8.41126e-09	1.15331e-08	1.54294e-08	2.01373e-08	2.56353e-08	3.18276e-08	3.85339e-08	4.54893e-08	5.23553e-08	5.87436e-08	6.42511e-08	6.85011e-08	7.11859e-08	7.21042e-08	7.11859e-08	6.85011e-08	6.42511e-08	5.87436e-08	5.23553e-08	4.54893e-08	3.85339e-08	3.18276e-08	2.56353e-08	2.01373e-08	1.54294e-08	1.15331e-08	8.41126e-09	5.98638e-09	4.15847e-09	2.82e-09	1.86721e-09	1.20741e-09	7.6264e-10	4.70633e-10	2.83815e-10	1.67292e-10	9.64049e-11	5.43257e-11	2.99429e-11	1.6146e-11	8.51957e-12	4.40004e-12	2.22475e-12	1.10152e-12	5.34191e-13	2.53799e-13	1.18161e-13	5.39198e-14	2.4122e-14	1.0582e-14	4.55314e-15	1.92193e-15	7.96057e-16	3.23612e-16	1.29144e-16	5.06039e-17	1.94736e-17	7.36123e-18	2.73396e-18	9.97956e-19	3.58463e-19	1.27876e-19	4.87748e-20
1.27459e-20	2.08356e-20	5.46628e-20	1.53324e-19	4.27098e-19	1.17073e-18	3.15396e-18	8.34818e-18	2.17054e-17	5.54232e-17	1.38955e-16	3.41996e-16	8.26114e-16	1.9581e-15	4.55314e-15	1.03841e-14	2.32229e-14	5.09153e-14	1.09413e-13	2.30395e-13	4.75299e-13	9.60383e-13	1.90023e-12	3.68086e-12	6.97866e-12	1.29471e-11	2.34992e-11	4.17165e-11	7.24171e-11	1.229e-10	2.03866e-10	3.30462e-10	5.23346e-10	8.09573e-10	1.22302e-09	1.80398e-09	2.5976e-09	3.65065e-09	5.00669e-09	6.69948e-09	8.74527e-09	1.11348e-08	1.38266e-08	1.67422e-08	1.97665e-08	2.27522e-08	2.55305e-08	2.79259e-08	2.97744e-08	3.09423e-08	3.13417e-08	3.09423e-08	2.97744e-08	2.79259e-08	2.55305e-08	2.27522e-08	1.97665e-08	1.67422e-08	1.38266e-08	1.11348e-08	8.74527e-09	6.69948e-09	5.00669e-09	3.65065e-09	2.5976e-09	1.80398e-09	1.22302e-09	8.09573e-10	5.23346e-10	3.30462e-10	2.03866e-10	1.229e-10	7.24171e-11	4.17165e-11	2.34992e-11	1.29471e-11	6.97866e-12	3.68086e-12	1.90023e-12	9.60383e-13	4.75299e-13	2.30395e-13	1.09413e-13	5.09153e-14	2.32229e-14	1.03841e-14	4.55314e-15	1.9581e-15	8.26114e-16	3.41996e-16	1.38955e-16	5.54232e-17	2.17054e-17	8.34818e-18	3.15396e-18	1.17073e-18	4.27098e-19	1.53324e-19	5.46628e-20	2.08356e-20
5.33839e-21	8.73077e-21	2.29211e-20	6.4331e-20	1.79305e-19	4.91778e-19	1.32561e-18	3.51072e-18	9.133e-18	2.33333e-17	5.8532e-17	1.44136e-16	3.48353e-16	8.26114e-16	1.92193e-15	4.38546e-15	9.81238e-15	2.15237e-14	4.62746e-14	9.74881e-14	2.01207e-13	4.06737e-13	8.05127e-13	1.56024e-12	2.95934e-12	5.49252e-12	9.97287e-12	1.77109e-11	3.07562e-11	5.22152e-11	8.66437e-11	1.40493e-10	2.22566e-10	3.44395e-10	5.20423e-10	7.67844e-10	1.10592e-09	1.55462e-09	2.13255e-09	2.85417e-09	3.72644e-09	4.74547e-09	5.89355e-09	7.13731e-09	8.42758e-09	9.70154e-09	1.08871e-08	1.19094e-08	1.26983e-08	1.31967e-08	1.33672e-08	1.31967e-08	1.26983e-08	1.19094e-08	1.08871e-08	9.70154e-09	8.42758e-09	7.13731e-09	5.89355e-09	4.74547e-09	3.72644e-09	2.85417e-09	2.13255e-09	1.55462e-09	1.10592e-09	7.67844e-10	5.20423e-10	3.44395e-10	2.22566e-10	1.40493e-10	8.66437e-11	5.22152e-11	3.07562e-11	1.77109e-11	9.97287e-12	5.49252e-12	2.95934e-12	1.56024e-12	8.05127e-13	4.06737e-13	2.01207e-13	9.74881e-14	4.62746e-14	2.15237e-14	9.81238e-15	4.38546e-15	1.92193e-15	8.26114e-16	3.48353e-16	1.44136e-16	5.8532e-17	2.33333e-17	9.133e-18	3.51072e-18	1.32561e-18	4.91778e-19	1.79305e-19	6.4331e-20	2.29211e-20	8.73077e-21
2.19371e-21	3.58947e-21	9.43009e-21	2.64832e-20	7.38584e-20	2.02689e-19	5.46675e-19	1.44863e-18	3.77067e-18	9.6388e-18	2.41924e-17	5.96064e-17	1.44136e-16	3.41996e-16	7.96057e-16	1.81737e-15	4.06836e-15	8.92844e-15	1.92049e-14	4.04786e-14	8.35829e-14	1.69038e-13	3.34756e-13	6.48998e-13	1.23148e-12	2.28656e-12	4.1534e-12	7.37889e-12	1.28187e-11	2.17703e-11	3.61372e-11	5.86162e-11	9.2888e-11	1.43776e-10	2.17327e-10	3.20736e-10	4.62071e-10	6.49703e-10	8.91435e-10	1.19333e-09	1.55832e-09	1.98481e-09	2.46538e-09	2.98608e-09	3.52633e-09	4.0598e-09	4.55631e-09	4.98445e-09	5.31489e-09	5.52366e-09	5.59508e-09	5.52366e-09	5.31489e-09	4.98445e-09	4.55631e-09	4.0598e-09	3.52633e-09	2.98608e-09	2.46538e-09	1.98481e-09	1.55832e-09	1.19333e-09	8.91435e-10	6.49703e-10	4.62071e-10	3.20736e-10	2.17327e-10	1.43776e-10	9.2888e-11	5.86162e-11	3.61372e-11	2.17703e-11	1.28187e-11	7.37889e-12	4.1534e-12	2.28656e-12	1.23148e-12	6.48998e-13	3.34756e-13	1.69038e-13	8.35829e-14	4.04786e-14	1.92049e-14	8.92844e-15	4.06836e-15	1.81737e-15	7.96057e-16	3.41996e-16	1.44136e-16	5.96064e-17	2.41924e-17	9.6388e-18	3.77067e-18	1.44863e-18	5.46675e-19	2.02689e-19	7.38584e-20	2.64832e-20	9.43009e-21	3.58947e-21
8.84653e-22	1.44823e-21	3.8074e-21	1.06993e-20	2.98572e-20	8.19854e-20	2.21253e-19	5.86635e-19	1.52784e-18	3.90776e-18	9.81353e-18	2.41924e-17	5.8532e-17	1.38955e-16	3.23612e-16	7.39176e-16	1.65556e-15	3.63512e-15	7.82288e-15	1.64964e-14	3.40789e-14	6.8953e-14	1.36613e-13	2.64969e-13	5.02998e-13	9.3433e-13	1.69784e-12	3.01754e-12	5.24409e-12	8.90941e-12	1.47942e-11	2.40049e-11	3.80524e-11	5.89175e-11	8.90833e-11	1.31508e-10	1.89507e-10	2.66525e-10	3.65773e-10	4.8975e-10	6.3967e-10	8.1488e-10	1.01235e-09	1.22633e-09	1.44838e-09	1.66767e-09	1.87178e-09	2.0478e-09	2.18366e-09	2.2695e-09	2.29887e-09	2.2695e-09	2.18366e-09	2.0478e-09	1.87178e-09	1.66767e-09	1.44838e-09	1.22633e-09	1.01235e-09	8.1488e-10	6.3967e-10	4.8975e-10	3.65773e-10	2.66525e-10	1.89507e-10	1.31508e-10	8.90833e-11	5.89175e-11	3.80524e-11	2.40049e-11	1.47942e-11	8.90941e-12	5.24409e-12	3.01754e-12	1.69784e-12	9.3433e-13	5.02998e-13	2.64969e-13	1.36613e-13	6.8953e-14	3.40789e-14	1.64964e-14	7.82288e-15	3.63512e-15	1.65556e-15	7.39176e-16	3.23612e-16	1.38955e-16	5.8532e-17	2.41924e-17	9.81353e-18	3.90776e-18	1.52784e-18	5.86635e-19	2.21253e-19	8.19854e-20	2.98572e-20	1.06993e-20	3.8074e-21	1.44823e-21
3.50177e-22	5.73545e-22	1.50893e-21	4.24302e-21	1.18476e-20	3.25522e-20	8.79005e-20	2.33198e-19	6.07696e-19	1.55519e-18	3.90776e-18	9.6388e-18	2.33333e-17	5.54232e-17	1.29144e-16	2.95138e-16	6.61373e-16	1.45291e-15	3.12826e-15	6.59988e-15	1.36408e-14	2.76127e-14	5.47324e-14	1.06204e-13	2.01698e-13	3.74816e-13	6.81382e-13	1.21149e-12	2.10622e-12	3.57966e-12	5.94619e-12	9.65153e-12	1.53045e-11	2.37038e-11	3.58508e-11	5.2939e-11	7.63071e-11	1.07346e-10	1.47353e-10	1.9734e-10	2.578e-10	3.28472e-10	4.08134e-10	4.94474e-10	5.84079e-10	6.72582e-10	7.54968e-10	8.26021e-10	8.80865e-10	9.15519e-10	9.27373e-10	9.15519e-10	8.80865e-10	8.26021e-10	7.54968e-10	6.72582e-10	5.84079e-10	4.94474e-10	4.08134e-10	3.28472e-10	2.578e-10	1.9734e-10	1.47353e-10	1.07346e-10	7.63071e-11	5.2939e-11	3.58508e-11	2.37038e-11	1.53045e-11	9.65153e-12	5.94619e-12	3.57966e-12	2.10622e-12	1.21149e-12	6.81382e-13	3.74816e-13	2.01698e-13	1.06204e-13	5.47324e-14	2.76127e-14	1.36408e-14	6.59988e-15	3.12826e-15	1.45291e-15	6.61373e-16	2.95138e-16	1.29144e-16	5.54232e-17	2.33333e-17	9.6388e-18	3.90776e-18	1.55519e-18	6.07696e-19	2.33198e-19	8.79005e-20	3.25522e-20	1.18476e-20	4.24302e-21	1.50893e-21	5.73545e-22
1.36087e-22	2.23005e-22	5.87125e-22	1.65203e-21	4.61576e-21	1.26899e-20	3.42869e-20	9.10164e-20	2.37321e-19	6.07696e-19	1.52784e-18	3.77067e-18	9.133e-18	2.17054e-17	5.06039e-17	1.15709e-16	2.59426e-16	5.70202e-16	1.22832e-15	2.59274e-15	5.36131e-15	1.08579e-14	2.15319e-14	4.17999e-14	7.94189e-14	1.47647e-13	2.68521e-13	4.77619e-13	8.3068e-13	1.41233e-12	2.34687e-12	3.81062e-12	6.04454e-12	9.3648e-12	1.4168e-11	2.09272e-11	3.01729e-11	4.24567e-11	5.82939e-11	7.80859e-11	1.0203e-10	1.30023e-10	1.61584e-10	1.95795e-10	2.31304e-10	2.66381e-10	2.99037e-10	3.27203e-10	3.48945e-10	3.62683e-10	3.67383e-10	3.62683e-10	3.48945e-10	3.27203e-10	2.99037e-10	2.66381e-10	2.31304e-10	1.95795e-10	1.61584e-10	1.30023e-10	1.0203e-10	7.80859e-11	5.82939e-11	4.24567e-11	3.01729e-11	2.09272e-11	1.4168e-11	9.3648e-12	6.04454e-12	3.81062e-12	2.34687e-12	1.41233e-12	8.3068e-13	4.77619e-13	2.68521e-13	1.47647e-13	7.94189e-14	4.17999e-14	2.15319e-14	1.08579e-14	5.36131e-15	2.59274e-15	1.22832e-15	5.70202e-16	2.59426e-16	1.15709e-16	5.06039e-17	2.17054e-17	9.133e-18	3.77067e-18	1.52784e-18	6.07696e-19	2.37321e-19	9.10164e-20	3.42869e-20	1.26899e-20	4.61576e-21	1.65203e-21	5.87125e-22	2.23005e-22
5.19341e-23	8.51475e-23	2.2434e-22	6.31652e-22	1.76594e-21	4.85799e-21	1.31339e-20	3.48855e-20	9.10164e-20	2.33198e-19	5.86635e-19	1.44863e-18	3.51072e-18	8.34818e-18	1.94736e-17	4.45513e-17	9.99398e-17	2.19775e-16	4.73677e-16	1.00034e-15	2.06953e-15	4.19329e-15	8.31943e-15	1.61579e-14	3.07133e-14	5.71236e-14	1.03932e-13	1.84939e-13	3.21775e-13	5.47291e-13	9.09767e-13	1.47771e-12	2.34479e-12	3.63394e-12	5.49947e-12	8.12545e-12	1.17185e-11	1.64935e-11	2.26512e-11	3.03485e-11	3.96624e-11	5.05538e-11	6.2835e-11	7.61498e-11	8.99719e-11	1.03627e-10	1.16341e-10	1.27308e-10	1.35774e-10	1.41124e-10	1.42954e-10	1.41124e-10	1.35774e-10	1.27308e-10	1.16341e-10	1.03627e-10	8.99719e-11	7.61498e-11	6.2835e-11	5.05538e-11	3.96624e-11	3.03485e-11	2.26512e-11	1.64935e-11	1.17185e-11	8.12545e-12	5.49947e-12	3.63394e-12	2.34479e-12	1.47771e-12	9.09767e-13	5.47291e-13	3.21775e-13	1.84939e-13	1.03932e-13	5.71236e-14	3.07133e-14	1.61579e-14	8.31943e-15	4.19329e-15	2.06953e-15	1.00034e-15	4.73677e-16	2.19775e-16	9.99398e-17	4.45513e-17	1.94736e-17	8.34818e-18	3.51072e-18	1.44863e-18	5.86635e-19	2.33198e-19	9.10164e-20	3.48855e-20	1.31339e-20	4.85799e-21	1.76594e-21	6.31652e-22	2.2434e-22	8.51475e-23
1.94665e-23	3.19324e-23	8.41952e-23	2.37217e-22	6.63621e-22	1.82672e-21	4.94169e-21	1.31339e-20	3.42869e-20	8.79005e-20	2.21253e-19	5.46675e-19	1.32561e-18	3.15396e-18	7.36123e-18	1.68501e-17	3.78192e-17	8.3211e-17	1.79435e-16	3.79134e-16	7.84752e-16	1.59084e-15	3.15769e-15	6.13565e-15	1.1668e-14	2.17108e-14	3.95181e-14	7.03483e-14	1.22447e-13	2.08344e-13	3.46461e-13	5.62947e-13	8.9357e-13	1.3853e-12	2.09711e-12	3.09938e-12	4.47114e-12	6.29464e-12	8.64679e-12	1.15877e-11	1.51471e-11	1.93101e-11	2.40051e-11	2.90962e-11	3.4382e-11	3.96046e-11	4.44677e-11	4.86628e-11	5.19016e-11	5.39483e-11	5.46484e-11	5.39483e-11	5.19016e-11	4.86628e-11	4.44677e-11	3.96046e-11	3.4382e-11	2.90962e-11	2.40051e-11	1.93101e-11	1.51471e-11	1.15877e-11	8.64679e-12	6.29464e-12	4.47114e-12	3.09938e-12	2.09711e-12	1.3853e-12	8.9357e-13	5.62947e-13	3.46461e-13	2.08344e-13	1.22447e-13	7.03483e-14	3.95181e-14	2.17108e-14	1.1668e-14	6.13565e-15	3.15769e-15	1.59084e-15	7.84752e-16	3.79134e-16	1.79435e-16	8.3211e-17	3.78192e-17	1.68501e-17	7.36123e-18	3.15396e-18	1.32561e-18	5.46675e-19	2.21253e-19	8.79005e-20	3.42869e-20	1.31339e-20	4.94169e-21	1.82672e-21	6.63621e-22	2.37217e-22	8.41952e-23	3.19324e-23
7.16832e-24	1.17649e-23	3.10434e-23	8.75226e-23	2.45003e-22	6.74835e-22	1.82672e-21	4.85799e-21	1.26899e-20	3.25522e-20	8.19854e-20	2.02689e-19	4.91778e-19	1.17073e-18	2.73396e-18	6.26157e-18	1.40614e-17	3.09548e-17	6.67855e-17	1.41185e-16	2.92379e-16	5.92996e-16	1.17761e-15	2.28927e-15	4.35544e-15	8.10779e-15	1.47642e-14	2.62934e-14	4.57844e-14	7.79325e-14	1.29644e-13	2.10729e-13	3.34606e-13	5.18909e-13	7.85786e-13	1.16168e-12	1.6763e-12	2.36057e-12	3.24345e-12	4.34758e-12	5.68419e-12	7.24779e-12	9.01156e-12	1.09244e-11	1.29107e-11	1.48735e-11	1.67013e-11	1.82782e-11	1.94957e-11	2.02651e-11	2.05284e-11	2.02651e-11	1.94957e-11	1.82782e-11	1.67013e-11	1.48735e-11	1.29107e-11	1.09244e-11	9.01156e-12	7.24779e-12	5.68419e-12	4.34758e-12	3.24345e-12	2.36057e-12	1.6763e-12	1.16168e-12	7.85786e-13	5.18909e-13	3.34606e-13	2.10729e-13	1.29644e-13	7.79325e-14	4.57844e-14	2.62934e-14	1.47642e-14	8.10779e-15	4.35544e-15	2.28927e-15	1.17761e-15	5.92996e-16	2.92379e-16	1.41185e-16	6.67855e-17	3.09548e-17	1.40614e-17	6.26157e-18	2.73396e-18	1.17073e-18	4.91778e-19	2.02689e-19	8.19854e-20	3.25522e-20	1.26899e-20	4.85799e-21	1.82672e-21	6.74835e-22	2.45003e-22	8.75226e-23	3.10434e-23	1.17649e-23
2.59405e-24	4.2597e-24	1.12484e-23	3.17348e-23	8.88933e-23	2.45003e-22	6.63621e-22	1.76594e-21	4.61576e-21	1.18476e-20	2.98572e-20	7.38584e-20	1.79305e-19	4.27098e-19	9.97956e-19	2.28688e-18	5.13839e-18	1.13178e-17	2.44312e-17	5.16744e-17	1.07066e-16	2.17257e-16	4.31654e-16	8.39529e-16	1.59797e-15	2.97602e-15	5.42163e-15	9.65943e-15	1.68267e-14	2.86531e-14	4.76837e-14	7.75351e-14	1.23157e-13	1.91056e-13	2.89409e-13	4.2798e-13	6.17747e-13	8.70146e-13	1.19588e-12	1.60335e-12	2.09672e-12	2.674e-12	3.3253e-12	4.03175e-12	4.76544e-12	5.49054e-12	6.16586e-12	6.74853e-12	7.19841e-12	7.48273e-12	7.58e-12	7.48273e-12	7.19841e-12	6.74853e-12	6.16586e-12	5.49054e-12	4.76544e-12	4.03175e-12	3.3253e-12	2.674e-12	2.09672e-12	1.60335e-12	1.19588e-12	8.70146e-13	6.17747e-13	4.2798e-13	2.89409e-13	1.91056e-13	1.23157e-13	7.75351e-14	4.76837e-14	2.86531e-14	1.68267e-14	9.65943e-15	5.42163e-15	2.97602e-15	1.59797e-15	8.39529e-16	4.31654e-16	2.17257e-16	1.07066e-16	5.16744e-17	2.44312e-17	1.13178e-17	5.13839e-18	2.28688e-18	9.97956e-19	4.27098e-19	1.79305e-19	7.38584e-20	2.98572e-20	1.18476e-20	4.61576e-21	1.76594e-21	6.63621e-22	2.45003e-22	8.88933e-23	3.17348e-23	1.12484e-23	4.2597e-24
9.23614e-25	1.51748e-24	4.01023e-24	1.13218e-23	3.17348e-23	8.75226e-23	2.37217e-22	6.31652e-22	1.65203e-21	4.24302e-21	1.06993e-20	2.64832e-20	6.4331e-20	1.53324e-19	3.58463e-19	8.21909e-19	1.84777e-18	4.07212e-18	8.79502e-18	1.86122e-17	3.85832e-17	7.8332e-17	1.55709e-16	3.02987e-16	5.7698e-16	1.07504e-15	1.95935e-15	3.49236e-15	6.0862e-15	1.03679e-14	1.72607e-14	2.80768e-14	4.46132e-14	6.92329e-14	1.04907e-13	1.55184e-13	2.24057e-13	3.15687e-13	4.33974e-13	5.81975e-13	7.61219e-13	9.70989e-13	1.2077e-12	1.4645e-12	1.73124e-12	1.99489e-12	2.24047e-12	2.45237e-12	2.61599e-12	2.71941e-12	2.75478e-12	2.71941e-12	2.61599e-12	2.45237e-12	2.24047e-12	1.99489e-12	1.73124e-12	1.4645e-12	1.2077e-12	9.70989e-13	7.61219e-13	5.81975e-13	4.33974e-13	3.15687e-13	2.24057e-13	1.55184e-13	1.04907e-13	6.92329e-14	4.46132e-14	2.80768e-14	1.72607e-14	1.03679e-14	6.0862e-15	3.49236e-15	1.95935e-15	1.07504e-15	5.7698e-16	3.02987e-16	1.55709e-16	7.8332e-17	3.85832e-17	1.86122e-17	8.79502e-18	4.07212e-18	1.84777e-18	8.21909e-19	3.58463e-19	1.53324e-19	6.4331e-20	2.64832e-20	1.06993e-20	4.24302e-21	1.65203e-21	6.31652e-22	2.37217e-22	8.75226e-23	3.17348e-23	1.13218e-23	4.01023e-24	1.51748e-24
3.26466e-25	5.36679e-25	1.41942e-24	4.01023e-24	1.12484e-23	3.10434e-23	8.41952e-23	2.2434e-22	5.87125e-22	1.50893e-21	3.8074e-21	9.43009e-21	2.29211e-20	5.46628e-20	1.27876e-19	2.93376e-19	6.59939e-19	1.4552e-18	3.14474e-18	6.65862e-18	1.38109e-17	2.80537e-17	5.57944e-17	1.08622e-16	2.06951e-16	3.85779e-16	7.0344e-16	1.25438e-15	2.18699e-15	3.72713e-15	6.2075e-15	1.01012e-14	1.60565e-14	2.4926e-14	3.77824e-14	5.59078e-14	8.0745e-14	1.13798e-13	1.56479e-13	2.09896e-13	2.74604e-13	3.50348e-13	4.35838e-13	5.28599e-13	6.24965e-13	7.20227e-13	8.08969e-13	8.85548e-13	9.44684e-13	9.82061e-13	9.94848e-13	9.82061e-13	9.44684e-13	8.85548e-13	8.08969e-13	7.20227e-13	6.24965e-13	5.28599e-13	4.35838e-13	3.50348e-13	2.74604e-13	2.09896e-13	1.56479e-13	1.13798e-13	8.0745e-14	5.59078e-14	3.77824e-14	2.4926e-14	1.60565e-14	1.01012e-14	6.2075e-15	3.72713e-15	2.18699e-15	1.25438e-15	7.0344e-16	3.85779e-16	2.06951e-16	1.08622e-16	5.57944e-17	2.80537e-17	1.38109e-17	6.65862e-18	3.14474e-18	1.4552e-18	6.59939e-19	2.93376e-19	1.27876e-19	5.46628e-20	2.29211e-20	9.43009e-21	3.8074e-21	1.50893e-21	5.87125e-22	2.2434e-22	8.41952e-23	3.10434e-23	1.12484e-23	4.01023e-24	1.41942e-24	5.36679e-25
1.23247e-25	2.02734e-25	5.36679e-25	1.51748e-24	4.2597e-24	1.17649e-23	3.19324e-23	8.51475e-23	2.23005e-22	5.73545e-22	1.44823e-21	3.58947e-21	8.73077e-21	2.08356e-20	4.87748e-20	1.11975e-19	2.52048e-19	5.56137e-19	1.20259e-18	2.54791e-18	5.28788e-18	1.07475e-17	2.13875e-17	4.16611e-17	7.94181e-17	1.48123e-16	2.70231e-16	4.82122e-16	8.40976e-16	1.43389e-15	2.38921e-15	3.88956e-15	6.18525e-15	9.60577e-15	1.45657e-14	2.15611e-14	3.11501e-14	4.39155e-14	6.04041e-14	8.10461e-14	1.06058e-13	1.35343e-13	1.68403e-13	2.04282e-13	2.41562e-13	2.7842e-13	3.1276e-13	3.42396e-13	3.65283e-13	3.7975e-13	3.84699e-13	3.7975e-13	3.65283e-13	3.42396e-13	3.1276e-13	2.7842e-13	2.41562e-13	2.04282e-13	1.68403e-13	1.35343e-13	1.06058e-13	8.10461e-14	6.04041e-14	4.39155e-14	3.11501e-14	2.15611e-14	1.45657e-14	9.60577e-15	6.18525e-15	3.88956e-15	2.38921e-15	1.43389e-15	8.40976e-16	4.82122e-16	2.70231e-16	1.48123e-16	7.94181e-17	4.16611e-17	2.13875e-17	1.07475e-17	5.28788e-18	2.54791e-18	1.20259e-18	5.56137e-19	2.52048e-19	1.11975e-19	4.87748e-20	2.08356e-20	8.73077e-21	3.58947e-21	1.44823e-21	5.73545e-22	2.23005e-22	8.51475e-23	3.19324e-23	1.17649e-23	4.2597e-24	1.51748e-24	5.36679e-25	2.02734e-25
